season,Waeek,AWaay Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2006,3,Tn,Mi,Tn,Mi,Tn,Mi,Mi
2006,3,At,No,No,At,No,No,No
2006,3,Ph,Sf,Ph,Ph,Ph,Ph,Ph
2006,3,Gi,Se,Se,Se,Se,Se,Se
2006,3,Sl,Az,Sl,Sl,Az,Az,Sl
2006,3,Wa,Ho,Wa,Wa,Wa,Wa,Wa
2006,4,Az,At,At,At,At,At,At
2006,4,Sd,Ba,Ba,Sd,Ba,Ba,Ba
2006,4,Mn,Bu,Mn,Bu,Mn,Mn,Bu
2006,4,No,Ca,No,Ca,No,Ca,Ca
2006,4,Se,Ch,Ch,Se,Se,Ch,Ch
2006,4,Cl,Oa,Oa,Oa,Cl,Oa,Cl
2006,4,Da,Tn,Da,Da,Da,Da,Da
2006,4,Mi,Ho,Ho,Mi,Mi,Mi,Ho
2006,4,In,Jt,In,In,In,In,In
2006,4,Sf,Kc,Kc,Kc,Kc,Kc,Kc
2006,4,Ne,Cn,Ne,Cn,Ne,Cn,Ne
2006,4,Gb,Ph,Ph,Ph,Gb,Ph,Ph
2006,4,Dt,Sl,Sl,Sl,Dt,Sl,Sl
2006,4,Jk,Wa,Jk,Jk,Wa,Jk,Wa
2006,5,Cl,Ca,Ca,Ca,Cl,Ca,Ca
2006,5,Bu,Ch,Ch,Ch,Bu,Ch,Ch
2006,5,Ba,Dn,Ba,Dn,Dn,Dn,Dn
2006,5,Wa,Gi,Gi,Wa,Gi,Gi,Gi
2006,5,Tn,In,In,In,In,In,In
2006,5,Jt,Jk,Jt,Jk,Jk,Jk,Jk
2006,5,Kc,Az,Az,Kc,Az,Kc,Kc
2006,5,Dt,Mn,Mn,Mn,Dt,Mn,Mn
2006,5,Mi,Ne,Ne,Ne,Ne,Ne,Ne
2006,5,Tb,No,No,No,No,No,No
2006,5,Da,Ph,Ph,Ph,Da,Ph,Ph
2006,5,Pt,Sd,Pt,Sd,Pt,Sd,Sd
2006,5,Oa,Sf,Sf,Oa,Sf,Sf,Sf
2006,5,Sl,Gb,Sl,Sl,Gb,Sl,Sl
2006,6,Ca,Ba,Ba,Ba,Ca,Ca,Ca
2006,6,Ch,Az,Ch,Ch,Ch,Ch,Ch
2006,6,Ho,Da,Da,Da,Da,Da,Da
2006,6,Oa,Dn,Dn,Dn,Dn,Dn,Dn
2006,6,Bu,Dt,Bu,Dt,Bu,Bu,Dt
2006,6,Gi,At,At,At,At,At,Gi
2006,6,Mi,Jt,Jt,Jt,Jt,Jt,Jt
2006,6,Ph,No,Ph,Ph,Ph,Ph,No
2006,6,Kc,Pt,Pt,Pt,Kc,Pt,Pt
2006,6,Sd,Sf,Sd,Sd,Sd,Sd,Sd
2006,6,Se,Sl,Se,Se,Se,Se,Se
2006,6,Cn,Tb,Cn,Cn,Cn,Cn,Tb
2006,6,Tn,Wa,Wa,Wa,Wa,Wa,Tn
2006,7,Pt,At,At,Pt,At,Pt,At
2006,7,Ca,Cn,Cn,Cn,Ca,Cn,Cn
2006,7,Dn,Cl,Dn,Dn,Dn,Dn,Dn
2006,7,Gb,Mi,Mi,Mi,Gb,Mi,Gb
2006,7,Gi,Da,Da,Da,Gi,Da,Gi
2006,7,Jk,Ho,Jk,Jk,Jk,Jk,Ho
2006,7,Wa,In,In,In,In,In,In
2006,7,Dt,Jt,Jt,Dt,Jt,Jt,Jt
2006,7,Sd,Kc,Sd,Sd,Sd,Sd,Kc
2006,7,Mn,Se,Se,Se,Se,Se,Mn
2006,7,Ne,Bu,Ne,Ne,Ne,Ne,Ne
2006,7,Az,Oa,Az,Oa,Oa,Oa,Oa
2006,7,Ph,Tb,Ph,Ph,Ph,Ph,Tb
2006,8,At,Cn,Cn,Cn,At,Cn,At
2006,8,Ba,No,No,Ba,No,No,Ba
2006,8,Sf,Ch,Ch,Ch,Ch,Ch,Ch
2006,8,Jt,Cl,Jt,Jt,Jt,Jt,Cl
2006,8,Da,Ca,Ca,Ca,Ca,Ca,Da
2006,8,Az,Gb,Gb,Gb,Gb,Gb,Gb
2006,8,Tb,Gi,Gi,Gi,Gi,Gi,Gi
2006,8,In,Dn,Dn,In,In,In,In
2006,8,Jk,Ph,Ph,Ph,Jk,Ph,Jk
2006,8,Se,Kc,Se,Se,Se,Kc,Kc
2006,8,Ne,Mn,Ne,Ne,Ne,Mn,Ne
2006,8,Pt,Oa,Pt,Pt,Pt,Pt,Oa
2006,8,Sl,Sd,Sl,Sd,Sd,Sd,Sd
2006,8,Ho,Tn,Ho,Tn,Tn,Tn,Tn
2006,9,Cn,Ba,Ba,Cn,Ba,Ba,Ba
2006,9,Gb,Bu,Bu,Bu,Gb,Gb,Bu
2006,9,Dn,Pt,Dn,Dn,Dn,Dn,Dn
2006,9,At,Dt,At,At,Dt,At,Dt
2006,9,Ho,Gi,Gi,Gi,Gi,Gi,Gi
2006,9,In,Ne,Ne,Ne,In,Ne,In
2006,9,Tn,Jk,Jk,Jk,Tn,Jk,Jk
2006,9,Kc,Sl,Sl,Sl,Kc,Sl,Kc
2006,9,Mi,Ch,Ch,Ch,Ch,Ch,Mi
2006,9,No,Tb,No,Tb,Tb,No,No
2006,9,Cl,Sd,Sd,Sd,Sd,Sd,Sd
2006,9,Oa,Se,Se,Se,Se,Se,Se
2006,9,Mn,Sf,Mn,Mn,Mn,Mn,Sf
2006,9,Da,Wa,Da,Wa,Da,Da,Wa
2006,10,Ba,Tn,Ba,Ba,Tn,Ba,Ba
2006,10,Tb,Ca,Ca,Ca,Tb,Ca,Ca
2006,10,Ch,Gi,Ch,Ch,Gi,Gi,Ch
2006,10,Cl,At,At,At,At,At,Cl
2006,10,Da,Az,Da,Da,Da,Da,Da
2006,10,Dn,Oa,Dn,Dn,Dn,Dn,Dn
2006,10,Gb,Mn,Mn,Mn,Gb,Mn,Gb
2006,10,Ho,Jk,Jk,Jk,Ho,Jk,Ho
2006,10,Bu,In,In,In,In,In,In
2006,10,Jt,Ne,Ne,Ne,Jt,Ne,Jt
2006,10,Kc,Mi,Kc,Kc,Kc,Kc,Mi
2006,10,Wa,Ph,Ph,Ph,Ph,Ph,Ph
2006,10,No,Pt,No,Pt,Pt,Pt,Pt
2006,10,Sd,Cn,Sd,Cn,Cn,Cn,Sd
2006,10,Sl,Se,Se,Se,Se,Se,Se
2006,10,Sf,Dt,Dt,Dt,Dt,Dt,Sf
2006,11,Dt,Az,Az,Dt,Dt,Dt,Az
2006,11,At,Ba,Ba,Ba,At,Ba,Ba
2006,11,Bu,Ho,Ho,Bu,Bu,Bu,Bu
2006,11,Sl,Ca,Ca,Sl,Ca,Ca,Ca
2006,11,Ch,Jt,Ch,Ch,Jt,Ch,Ch
2006,11,Cn,No,No,Cn,Cn,No,Cn
2006,11,In,Da,In,In,In,In,Da
2006,11,Gi,Jk,Jk,Gi,Gi,Gi,Jk
2006,11,Oa,Kc,Kc,Kc,Kc,Kc,Kc
2006,11,Mn,Mi,Mn,Mn,Mi,Mi,Mi
2006,11,Ne,Gb,Ne,Ne,Gb,Ne,Ne
2006,11,Pt,Cl,Pt,Pt,Pt,Pt,Pt
2006,11,Sd,Dn,Dn,Dn,Dn,Dn,Sd
2006,11,Se,Sf,Se,Se,Se,Se,Sf
2006,11,Wa,Tb,Wa,Wa,Wa,Wa,Tb
2006,11,Tn,Ph,Ph,Ph,Tn,Ph,Tn
2006,12,Pt,Ba,Ba,Pt,Pt,Ba,Ba
2006,12,Jk,Bu,Jk,Jk,Bu,Jk,Bu
2006,12,Cn,Cl,Cn,Cn,Cn,Cn,Cn
2006,12,Tb,Da,Da,Da,Da,Da,Da
2006,12,Ph,In,In,In,In,In,In
2006,12,Ho,Jt,Jt,Jt,Jt,Jt,Jt
2006,12,Dn,Kc,Dn,Dn,Dn,Dn,Kc
2006,12,Mi,Dt,Mi,Mi,Mi,Mi,Mi
2006,12,Az,Mn,Mn,Mn,Mn,Mn,Mn
2006,12,Ch,Ne,Ne,Ne,Ch,Ne,Ne
2006,12,No,At,No,No,At,At,No
2006,12,Oa,Sd,Sd,Sd,Oa,Sd,Sd
2006,12,Gb,Se,Se,Se,Gb,Se,Se
2006,12,Sf,Sl,Sf,Sl,Sl,Sl,Sl
2006,12,Gi,Tn,Gi,Gi,Tn,Gi,Tn
2006,12,Ca,Wa,Ca,Wa,Wa,Ca,Wa
2006,13,At,Wa,At,Wa,At,Wa,At
2006,13,Az,Sl,Sl,Sl,Sl,Sl,Az
2006,13,Mn,Ch,Ch,Ch,Ch,Ch,Ch
2006,13,Kc,Cl,Kc,Kc,Kc,Kc,Cl
2006,13,Ba,Cn,Ba,Cn,Ba,Ba,Cn
2006,13,Da,Gi,Gi,Gi,Gi,Gi,Da
2006,13,Ho,Oa,Oa,Ho,Ho,Oa,Ho
2006,13,Jk,Mi,Jk,Mi,Jk,Mi,Jk
2006,13,Jt,Gb,Gb,Jt,Gb,Gb,Jt
2006,13,Dt,Ne,Ne,Ne,Ne,Ne,Ne
2006,13,Sf,No,No,No,No,No,No
2006,13,Ca,Ph,Ca,Ph,Ca,Ca,Ph
2006,13,Tb,Pt,Pt,Pt,Pt,Pt,Pt
2006,13,Sd,Bu,Sd,Sd,Sd,Sd,Sd
2006,13,Se,Dn,Se,Dn,Dn,Dn,Se
2006,13,In,Tn,In,In,In,In,Tn
2006,14,At,Tb,Tb,Tb,Tb,Tb,At
2006,14,Se,Az,Se,Se,Se,Se,Az
2006,14,Ba,Kc,Ba,Ba,Kc,Ba,Ba
2006,14,Bu,Jt,Jt,Jt,Bu,Jt,Bu
2006,14,Ch,Sl,Ch,Ch,Ch,Ch,Ch
2006,14,Oa,Cn,Cn,Cn,Cn,Cn,Cn
2006,14,Gb,Sf,Sf,Gb,Gb,Sf,Gb
2006,14,Gi,Ca,Ca,Gi,Gi,Ca,Gi
2006,14,In,Jk,In,In,In,In,Jk
2006,14,Ne,Mi,Ne,Ne,Ne,Ne,Mi
2006,14,Mn,Dt,Mn,Mn,Mn,Mn,Mn
2006,14,No,Da,No,Da,No,Da,No
2006,14,Ph,Wa,Ph,Wa,Ph,Ph,Ph
2006,14,Cl,Pt,Pt,Pt,Pt,Pt,Pt
2006,14,Dn,Sd,Sd,Dn,Dn,Sd,Sd
2006,14,Tn,Ho,Tn,Tn,Tn,Tn,Tn
2006,15,Cl,Ba,Ba,Ba,Cl,Ba,Ba
2006,15,Mi,Bu,Mi,Mi,Mi,Mi,Bu
2006,15,Tb,Ch,Ch,Ch,Ch,Ch,Ch
2006,15,Da,At,At,Da,At,At,Da
2006,15,Dn,Az,Dn,Dn,Dn,Dn,Dn
2006,15,Dt,Gb,Gb,Gb,Gb,Gb,Gb
2006,15,Cn,In,In,In,In,In,In
2006,15,Jt,Mn,Mn,Mn,Jt,Jt,Jt
2006,15,Ho,Ne,Ne,Ne,Ne,Ne,Ne
2006,15,Ph,Gi,Gi,Gi,Ph,Gi,Ph
2006,15,Pt,Ca,Ca,Pt,Pt,Pt,Pt
2006,15,Kc,Sd,Sd,Sd,Kc,Sd,Sd
2006,15,Sf,Se,Se,Se,Se,Se,Sf
2006,15,Sl,Oa,Sl,Sl,Oa,Sl,Sl
2006,15,Jk,Tn,Tn,Tn,Tn,Jk,Tn
2006,15,Wa,No,No,No,Wa,No,Wa
2006,16,Az,Sf,Sf,Sf,Az,Sf,Az
2006,16,Ba,Pt,Ba,Ba,Pt,Pt,Ba
2006,16,Ca,At,At,At,At,At,Ca
2006,16,Ch,Dt,Ch,Ch,Ch,Ch,Ch
2006,16,Cn,Dn,Dn,Dn,Dn,Dn,Dn
2006,16,Mn,Gb,Mn,Mn,Gb,Gb,Gb
2006,16,In,Ho,In,In,In,In,Ho
2006,16,Jt,Mi,Mi,Jt,Jt,Mi,Jt
2006,16,Kc,Oa,Kc,Kc,Kc,Kc,Kc
2006,16,Ne,Jk,Ne,Ne,Ne,Jk,Ne
2006,16,No,Gi,No,Gi,Gi,Gi,No
2006,16,Ph,Da,Da,Da,Ph,Da,Ph
2006,16,Sd,Se,Se,Se,Se,Sd,Sd
2006,16,Wa,Sl,Sl,Sl,Wa,Sl,Sl
2006,16,Tb,Cl,Cl,Tb,Tb,Cl,Tb
2006,16,Tn,Bu,Bu,Tn,Tn,Bu,Tn
2006,17,Bu,Ba,Ba,Ba,Bu,Ba,Ba
2006,17,Ca,No,No,No,No,No,Ca
2006,17,Dt,Da,Da,Da,Da,Da,Dt
2006,17,Gb,Ch,Ch,Ch,Gb,Ch,Gb
2006,17,Gi,Wa,Wa,Gi,Gi,Wa,Gi
2006,17,Cl,Ho,Cl,Ho,Cl,Ho,Ho
2006,17,Mi,In,In,In,In,In,In
2006,17,Oa,Jt,Jt,Jt,Jt,Jt,Jt
2006,17,Jk,Kc,Kc,Kc,Jk,Jk,Kc
2006,17,Ne,Tn,Ne,Tn,Tn,Tn,Ne
2006,17,At,Ph,Ph,Ph,Ph,Ph,Ph
2006,17,Pt,Cn,Cn,Cn,Pt,Cn,Pt
2006,17,Az,Sd,Sd,Sd,Sd,Sd,Sd
2006,17,Se,Tb,Se,Se,Se,Se,Se
2006,17,Sf,Dn,Dn,Dn,Sf,Dn,Sf
2006,17,Sl,Mn,Sl,Sl,Sl,Sl,Sl
2006,18,Se,Ch,Ch,Ch,Ch,Se,Ch
2006,18,No,Ch,Ch,Ch,Ch,Ch,Ch
2006,18,Kc,In,In,In,In,In,In
2006,18,In,Ba,Ba,In,In,In,In
2006,18,Ne,In,Ne,Ne,In,Ne,In
2006,18,In,Ch,In,In,In,In,In
2006,18,Jt,Ne,Ne,Ne,Jt,Ne,Ne
2006,18,Ne,Sd,Sd,Sd,Sd,Ne,Ne
2006,18,Ph,No,No,No,Ph,Ph,No
2006,18,Gi,Ph,Ph,Ph,Ph,Ph,Ph
2006,18,Da,Se,Se,Se,Se,Se,Se
