season,Waeek,AWaay Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2009,14,No,At,No,No,No,No,No
2009,14,Ca,Ne,Ne,Ne,Ne,Ne,Ne
2009,14,Cn,Mn,Mn,Mn,Mn,Mn,Mn
2009,14,Mi,Jk,Jk,Jk,Mi,Jk,Mi
2009,14,Jt,Tb,Jt,Jt,Jt,Jt,Jt
2009,14,Dn,In,In,In,In,In,In
2009,14,Se,Ho,Ho,Ho,Ho,Ho,Ho
2009,14,Gb,Ch,Gb,Gb,Gb,Gb,Gb
2009,14,Pt,Cl,Pt,Pt,Pt,Pt,Cl
2009,14,Bu,Kc,Kc,Kc,Bu,Kc,Bu
2009,14,Dt,Ba,Ba,Ba,Ba,Ba,Ba
2009,15,Mi,Tn,Tn,Tn,Tn,Tn,Tn
2009,15,Tb,Se,Se,Tb,Tb,Se,Tb
2009,15,Cn,Sd,Sd,Sd,Sd,Sd,Sd
2009,15,Gb,Pt,Pt,Gb,Gb,Gb,Pt
2009,15,Sf,Ph,Ph,Ph,Ph,Ph,Ph
2009,15,Oa,Dn,Dn,Dn,Dn,Dn,Oa
2009,15,Ne,Bu,Ne,Ne,Ne,Ne,Ne
2009,15,In,Jk,In,In,In,In,In
2009,15,Ho,Sl,Ho,Ho,Ho,Ho,Ho
2009,15,Gi,Wa,Gi,Gi,Gi,Gi,Gi
2009,15,Da,No,No,No,No,No,Da
2009,15,Cl,Kc,Kc,Kc,Cl,Kc,Cl
2009,15,Mn,Ca,Mn,Mn,Mn,Mn,Ca
2009,15,Ch,Ba,Ba,Ba,Ba,Ba,Ba
2009,15,Az,Dt,Az,Az,Az,Az,Az
2009,15,At,Jt,Jt,At,Jt,Jt,At
2009,16,Tb,No,No,No,No,No,Tb
2009,16,Dt,Sf,Sf,Sf,Dt,Sf,Sf
2009,16,Sd,Tn,Sd,Tn,Sd,Tn,Sd
2009,16,Ba,Pt,Pt,Pt,Pt,Ba,Pt
2009,16,Dn,Ph,Dn,Dn,Dn,Ph,Ph
2009,16,Jk,Ne,Ne,Ne,Ne,Ne,Ne
2009,16,Jt,In,In,In,In,In,Jt
2009,16,Ho,Mi,Mi,Mi,Mi,Mi,Ho
2009,16,Se,Gb,Gb,Gb,Gb,Gb,Gb
2009,16,Da,Wa,Da,Da,Da,Da,Da
2009,16,Kc,Cn,Cn,Cn,Cn,Cn,Cn
2009,16,Oa,Cl,Cl,Cl,Cl,Cl,Cl
2009,16,Mn,Ch,Mn,Mn,Mn,Mn,Ch
2009,16,Ca,Gi,Gi,Gi,Gi,Gi,Ca
2009,16,Sl,Az,Az,Az,Az,Az,Az
2009,16,Bu,At,At,At,Bu,At,At
2009,17,Tn,Se,Tn,Tn,Tn,Tn,Tn
2009,17,Sf,Sl,Sf,Sf,Sl,Sf,Sf
2009,17,Wa,Sd,Sd,Sd,Sd,Sd,Sd
2009,17,Pt,Mi,Pt,Pt,Pt,Pt,Pt
2009,17,Gi,Mn,Mn,Mn,Mn,Mn,Mn
2009,17,Kc,Dn,Dn,Dn,Dn,Dn,Kc
2009,17,Cn,Jt,Jt,Cn,Jt,Jt,Jt
2009,17,Ne,Ho,Ne,Ne,Ne,Ne,Ho
2009,17,Gb,Az,Gb,Gb,Gb,Gb,Gb
2009,17,Ph,Da,Ph,Da,Ph,Ph,Da
2009,17,Jk,Cl,Cl,Cl,Cl,Cl,Cl
2009,17,Ch,Dt,Ch,Ch,Ch,Ch,Ch
2009,17,No,Ca,No,Ca,No,No,Ca
2009,17,In,Bu,In,In,In,In,Bu
2009,17,Ba,Oa,Ba,Ba,Ba,Ba,Ba
2009,17,At,Tb,At,Tb,At,Tb,At
2009,18,Az,No,Az,No,No,No,No
2009,18,Mn,No,Mn,Mn,No,No,No
2009,18,No,In,In,In,No,In,No
2009,18,Da,Mn,Da,Mn,Mn,Da,Mn
2009,18,Jt,Cn,Jt,Cn,Cn,Jt,Jt
2009,18,Jt,Sd,Sd,Sd,Sd,Sd,Jt
2009,18,Ba,In,In,In,In,In,In
2009,18,Jt,In,In,In,In,In,In
2009,18,Ph,Da,Ph,Da,Ph,Da,Da
2009,18,Ba,Ne,Ba,Ne,Ne,Ne,Ba
2009,18,Gb,Az,Az,Gb,Gb,Gb,Az
