season,Waeek,AWaay Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2010,9,Sd,Ho,Sd,Ho,Ho,Sd,Sd
2010,10,Ba,At,At,Ba,At,At,At
2010,10,Dt,Bu,Bu,Bu,Bu,Bu,Bu
2010,10,Mn,Ch,Ch,Ch,Mn,Ch,Ch
2010,10,Da,Gi,Gi,Gi,Gi,Gi,Da
2010,10,Kc,Dn,Kc,Dn,Dn,Kc,Dn
2010,10,Cn,In,In,In,In,In,In
2010,10,Ho,Jk,Jk,Jk,Ho,Jk,Jk
2010,10,Jt,Cl,Jt,Jt,Jt,Jt,Jt
2010,10,Tn,Mi,Tn,Tn,Tn,Mi,Mi
2010,10,Ne,Pt,Pt,Pt,Pt,Pt,Ne
2010,10,Ph,Wa,Ph,Ph,Ph,Wa,Ph
2010,10,Se,Az,Se,Az,Se,Se,Se
2010,10,Sl,Sf,Sl,Sl,Sf,Sl,Sf
2010,10,Ca,Tb,Tb,Tb,Tb,Tb,Tb
2010,11,At,Sl,At,At,At,At,At
2010,11,Ba,Ca,Ba,Ba,Ba,Ba,Ba
2010,11,Bu,Cn,Cn,Cn,Cn,Cn,Bu
2010,11,Ch,Mi,Ch,Ch,Mi,Ch,Ch
2010,11,Dt,Da,Da,Da,Da,Da,Da
2010,11,Gb,Mn,Gb,Mn,Gb,Gb,Gb
2010,11,Cl,Jk,Jk,Jk,Cl,Jk,Jk
2010,11,Ho,Jt,Jt,Jt,Jt,Jt,Jt
2010,11,Az,Kc,Kc,Kc,Kc,Kc,Kc
2010,11,In,Ne,Ne,Ne,Ne,Ne,Ne
2010,11,Se,No,No,No,No,No,No
2010,11,Gi,Ph,Gi,Ph,Ph,Ph,Ph
2010,11,Oa,Pt,Pt,Pt,Pt,Pt,Pt
2010,11,Dn,Sd,Sd,Sd,Dn,Sd,Sd
2010,11,Tb,Sf,Tb,Tb,Sf,Tb,Tb
2010,11,Wa,Tn,Tn,Tn,Tn,Tn,Wa
2010,12,Gb,At,Gb,Gb,Gb,At,At
2010,12,Tb,Ba,Ba,Ba,Ba,Tb,Ba
2010,12,Ph,Ch,Ch,Ph,Ph,Ph,Ch
2010,12,Ca,Cl,Cl,Cl,Cl,Cl,Cl
2010,12,Jk,Gi,Gi,Gi,Gi,Gi,Gi
2010,12,Tn,Ho,Tn,Ho,Ho,Ho,Ho
2010,12,Cn,Jt,Jt,Jt,Jt,Jt,Jt
2010,12,Kc,Se,Kc,Kc,Kc,Kc,Kc
2010,12,Mi,Oa,Oa,Oa,Oa,Mi,Mi
2010,12,Mn,Wa,Wa,Wa,Mn,Wa,Mn
2010,12,Ne,Dt,Ne,Ne,Ne,Ne,Ne
2010,12,No,Da,Da,Da,Da,No,No
2010,12,Pt,Bu,Pt,Pt,Pt,Pt,Pt
2010,12,Sd,In,In,In,In,In,Sd
2010,12,Sf,Az,Az,Az,Az,Az,Sf
2010,12,Sl,Dn,Dn,Dn,Dn,Dn,Sl
2010,13,At,Tb,Tb,At,At,At,At
2010,13,Ch,Dt,Ch,Ch,Ch,Ch,Ch
2010,13,Cl,Mi,Mi,Mi,Mi,Mi,Cl
2010,13,Da,In,In,In,Da,In,Da
2010,13,Sf,Gb,Gb,Gb,Gb,Gb,Gb
2010,13,Wa,Gi,Gi,Gi,Gi,Gi,Gi
2010,13,Jk,Tn,Tn,Tn,Jk,Jk,Jk
2010,13,Dn,Kc,Kc,Kc,Kc,Kc,Kc
2010,13,Bu,Mn,Mn,Mn,Mn,Mn,Mn
2010,13,Jt,Ne,Ne,Jt,Jt,Ne,Ne
2010,13,No,Cn,No,No,Cn,No,No
2010,13,Oa,Sd,Sd,Sd,Sd,Sd,Oa
2010,13,Ho,Ph,Ph,Ph,Ph,Ph,Ph
2010,13,Pt,Ba,Ba,Ba,Pt,Ba,Pt
2010,13,Ca,Se,Se,Se,Se,Se,Se
2010,13,Sl,Az,Az,Az,Az,Az,Sl
2010,14,At,Ca,At,At,At,At,At
2010,14,Dn,Az,Az,Dn,Dn,Dn,Az
2010,14,Ba,Ho,Ba,Ba,Ba,Ba,Ba
2010,14,Cl,Bu,Cl,Bu,Cl,Bu,Bu
2010,14,Gb,Dt,Gb,Gb,Gb,Gb,Dt
2010,14,Gi,Mn,Gi,Gi,Gi,Gi,Gi
2010,14,In,Tn,In,In,In,In,In
2010,14,Oa,Jk,Jk,Oa,Oa,Jk,Jk
2010,14,Mi,Jt,Jt,Jt,Jt,Jt,Mi
2010,14,Ne,Ch,Ne,Ch,Ne,Ch,Ne
2010,14,Sl,No,No,No,No,No,No
2010,14,Ph,Da,Da,Ph,Ph,Ph,Ph
2010,14,Cn,Pt,Pt,Pt,Pt,Pt,Pt
2010,14,Kc,Sd,Kc,Sd,Sd,Sd,Sd
2010,14,Se,Sf,Se,Sf,Se,Sf,Sf
2010,14,Tb,Wa,Wa,Wa,Wa,Tb,Tb
2010,15,At,Se,Se,At,At,At,At
2010,15,No,Ba,Ba,No,Ba,No,Ba
2010,15,Bu,Mi,Mi,Mi,Mi,Mi,Bu
2010,15,Az,Ca,Az,Az,Az,Az,Ca
2010,15,Ch,Mn,Ch,Ch,Ch,Ch,Ch
2010,15,Cl,Cn,Cn,Cn,Cn,Cl,Cn
2010,15,Wa,Da,Da,Da,Da,Da,Da
2010,15,Dt,Tb,Tb,Tb,Tb,Tb,Dt
2010,15,Jk,In,In,In,In,In,In
2010,15,Jt,Pt,Pt,Pt,Pt,Pt,Jt
2010,15,Kc,Sl,Kc,Kc,Kc,Sl,Kc
2010,15,Gb,Ne,Ne,Ne,Gb,Ne,Ne
2010,15,Dn,Oa,Oa,Oa,Oa,Oa,Oa
2010,15,Ph,Gi,Gi,Gi,Ph,Gi,Ph
2010,15,Sf,Sd,Sd,Sd,Sd,Sd,Sd
2010,15,Ho,Tn,Tn,Ho,Ho,Ho,Tn
2010,16,Da,Az,Da,Da,Da,Da,Az
2010,16,Ba,Cl,Ba,Ba,Ba,Ba,Ba
2010,16,Jt,Ch,Ch,Ch,Ch,Ch,Ch
2010,16,Sd,Cn,Sd,Sd,Cn,Sd,Cn
2010,16,Ho,Dn,Ho,Ho,Ho,Dn,Dn
2010,16,Dt,Mi,Mi,Mi,Mi,Mi,Dt
2010,16,Gi,Gb,Gi,Gi,Gb,Gb,Gb
2010,16,In,Oa,In,In,In,In,In
2010,16,Tn,Kc,Kc,Kc,Kc,Kc,Kc
2010,16,Mn,Ph,Ph,Ph,Ph,Ph,Mn
2010,16,Ne,Bu,Ne,Ne,Ne,Ne,Ne
2010,16,No,At,At,At,At,At,No
2010,16,Ca,Pt,Pt,Pt,Pt,Pt,Pt
2010,16,Sf,Sl,Sl,Sl,Sl,Sf,Sl
2010,16,Se,Tb,Tb,Tb,Se,Tb,Tb
2010,16,Wa,Jk,Jk,Jk,Jk,Jk,Wa
2010,17,Ca,At,At,At,At,At,At
2010,17,Cn,Ba,Ba,Ba,Ba,Ba,Ba
2010,17,Da,Ph,Ph,Ph,Ph,Ph,Da
2010,17,Mn,Dt,Mn,Dt,Mn,Dt,Dt
2010,17,Ch,Gb,Gb,Ch,Gb,Gb,Gb
2010,17,Gi,Wa,Gi,Gi,Gi,Wa,Gi
2010,17,Jk,Ho,Jk,Ho,Jk,Jk,Ho
2010,17,Tn,In,In,In,In,In,In
2010,17,Bu,Jt,Jt,Jt,Jt,Jt,Jt
2010,17,Mi,Ne,Ne,Ne,Ne,Ne,Ne
2010,17,Oa,Kc,Kc,Kc,Kc,Kc,Oa
2010,17,Pt,Cl,Pt,Pt,Pt,Pt,Pt
2010,17,Sd,Dn,Sd,Sd,Sd,Dn,Sd
2010,17,Sl,Se,Se,Sl,Se,Sl,Se
2010,17,Az,Sf,Sf,Sf,Sf,Sf,Sf
2010,17,Tb,No,No,No,No,No,Tb
2010,18,Ba,Kc,Ba,Kc,Ba,Ba,Ba
2010,18,Se,Ch,Ch,Se,Ch,Ch,Ch
2010,18,Gb,Ph,Ph,Ph,Gb,Gb,Gb
2010,18,Gb,At,Gb,At,Gb,Gb,Gb
2010,18,Gb,Ch,Gb,Ch,Gb,Gb,Gb
2010,18,Gb,Pt,Gb,Gb,Gb,Gb,Gb
2010,18,Jt,In,In,Jt,Jt,In,Jt
2010,18,Jt,Ne,Ne,Jt,Ne,Ne,Jt
2010,18,Ba,Pt,Ba,Ba,Pt,Pt,Pt
2010,18,Jt,Pt,Pt,Jt,Pt,Pt,Pt
2010,18,No,Se,No,No,No,No,Se
