season,Week,Away Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2003,13,Tn,Jt,Tn,Tn,Tn,Tn,Jt
2003,13,Kc,Sd,Kc,Kc,Kc,Kc,Kc
2003,13,Mi,Da,Da,Da,Da,Da,Mi
2003,13,Ne,In,In,Ne,Ne,In,Ne
2003,13,No,Wa,No,Wa,No,Wa,No
2003,13,Ph,Ca,Ca,Ph,Ph,Ph,Ph
2003,13,Cl,Se,Cl,Se,Cl,Se,Se
2003,13,Mn,Sl,Sl,Mn,Mn,Sl,Sl
2003,14,Ca,At,Ca,Ca,At,At,At
2003,14,Cn,Ba,Ba,Cn,Cn,Ba,Ba
2003,14,Jt,Bu,Bu,Jt,Jt,Bu,Bu
2003,14,Kc,Dn,Dn,Dn,Dn,Dn,Dn
2003,14,Ch,Gb,Gb,Gb,Gb,Gb,Gb
2003,14,In,Tn,Tn,Tn,Tn,In,In
2003,14,Ho,Jk,Ho,Ho,Ho,Jk,Jk
2003,14,Se,Mn,Mn,Mn,Se,Mn,Mn
2003,14,Mi,Ne,Ne,Ne,Mi,Ne,Ne
2003,14,Da,Ph,Ph,Ph,Ph,Ph,Ph
2003,14,Oa,Pt,Oa,Pt,Oa,Pt,Pt
2003,14,Sd,Dt,Dt,Sd,Sd,Sd,Sd
2003,14,Az,Sf,Sf,Az,Sf,Sf,Sf
2003,14,Sl,Cl,Sl,Cl,Sl,Sl,Sl
2003,14,Tb,No,No,Tb,Tb,No,Tb
2003,14,Wa,Gi,Gi,Wa,Wa,Gi,Wa
2003,15,Ca,Az,Ca,Ca,Ca,Ca,Ca
2003,15,Mn,Ch,Mn,Mn,Mn,Mn,Ch
2003,15,Sf,Cn,Sf,Cn,Cn,Cn,Cn
2003,15,Da,Wa,Da,Wa,Da,Wa,Da
2003,15,Cl,Dn,Dn,Dn,Dn,Dn,Dn
2003,15,Gb,Sd,Gb,Gb,Gb,Gb,Gb
2003,15,At,In,In,In,In,In,In
2003,15,Pt,Jt,Pt,Jt,Pt,Jt,Jt
2003,15,Dt,Kc,Kc,Kc,Kc,Kc,Kc
2003,15,Jk,Ne,Ne,Ne,Ne,Ne,Ne
2003,15,Gi,No,No,Gi,No,No,No
2003,15,Ba,Oa,Ba,Ba,Ba,Ba,Oa
2003,15,Ph,Mi,Mi,Mi,Mi,Mi,Ph
2003,15,Se,Sl,Sl,Sl,Se,Sl,Sl
2003,15,Ho,Tb,Tb,Tb,Tb,Tb,Tb
2003,15,Bu,Tn,Tn,Tn,Tn,Tn,Tn
2003,16,At,Tb,Tb,Tb,Tb,Tb,At
2003,16,Ba,Cl,Ba,Cl,Cl,Cl,Ba
2003,16,Dt,Ca,Ca,Ca,Dt,Ca,Ca
2003,16,Wa,Ch,Ch,Ch,Wa,Ch,Ch
2003,16,Gi,Da,Da,Da,Da,Da,Da
2003,16,Dn,In,In,Dn,Dn,In,Dn
2003,16,Gb,Oa,Oa,Gb,Gb,Gb,Gb
2003,16,No,Jk,No,No,Jk,Jk,Jk
2003,16,Mi,Bu,Mi,Mi,Mi,Bu,Mi
2003,16,Kc,Mn,Kc,Kc,Kc,Kc,Mn
2003,16,Ne,Jt,Ne,Ne,Jt,Ne,Ne
2003,16,Sd,Pt,Pt,Pt,Pt,Pt,Pt
2003,16,Az,Se,Se,Se,Se,Se,Se
2003,16,Sf,Ph,Ph,Ph,Ph,Ph,Sf
2003,16,Cn,Sl,Sl,Sl,Sl,Sl,Sl
2003,16,Tn,Ho,Tn,Tn,Tn,Tn,Tn
2003,17,Jk,At,Jk,Jk,Jk,At,At
2003,17,Mn,Az,Mn,Mn,Az,Mn,Az
2003,17,Pt,Ba,Ba,Ba,Pt,Ba,Ba
2003,17,Ca,Gi,Ca,Gi,Gi,Ca,Ca
2003,17,Cl,Cn,Cn,Cl,Cn,Cn,Cl
2003,17,Sl,Dt,Sl,Sl,Dt,Sl,Dt
2003,17,Dn,Gb,Dn,Dn,Gb,Gb,Gb
2003,17,In,Ho,In,In,In,In,In
2003,17,Ch,Kc,Kc,Kc,Kc,Kc,Kc
2003,17,Jt,Mi,Mi,Jt,Mi,Mi,Mi
2003,17,Bu,Ne,Ne,Ne,Ne,Ne,Ne
2003,17,Da,No,Da,No,Da,Da,No
2003,17,Ph,Wa,Ph,Ph,Ph,Ph,Ph
2003,17,Oa,Sd,Sd,Oa,Sd,Sd,Sd
2003,17,Se,Sf,Sf,Se,Se,Sf,Se
2003,17,Tb,Tn,Tn,Tn,Tn,Tn,Tn
2003,18,Da,Ca,Ca,Ca,Da,Da,Ca
2003,18,Ca,Sl,Sl,Sl,Sl,Sl,Ca
2003,18,Ca,Ph,Ph,Ph,Ph,Ph,Ca
2003,18,Se,Gb,Gb,Se,Gb,Gb,Gb
2003,18,Dn,In,In,Dn,Dn,In,In
2003,18,In,Kc,Kc,Kc,Kc,Kc,In
2003,18,Tn,Ne,Ne,Tn,Tn,Ne,Ne
2003,18,In,Ne,Ne,Ne,In,In,Ne
2003,18,Ca,Ne,Ne,Ne,Ca,Ne,Ne
2003,18,Gb,Ph,Ph,Ph,Gb,Gb,Ph
2003,18,Tn,Ba,Ba,Tn,Tn,Tn,Tn
