season,week,Away Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2013,8,Mi,Ne,Ne,Ne,Ne,Ne,Ne
2013,8,Bu,No,No,No,No,No,No
2013,8,Pt,Oa,Oa,Pt,Pt,Oa,Oa
2013,8,Se,Sl,Sl,Se,Se,Se,Se
2013,8,Sf,Jk,Jk,Sf,Sf,Sf,Sf
2013,9,At,Ca,Ca,Ca,At,Ca,Ca
2013,9,Ch,Gb,Gb,Gb,Gb,Gb,Ch
2013,9,Ba,Cl,Ba,Ba,Ba,Cl,Cl
2013,9,Mn,Da,Da,Da,Da,Da,Da
2013,9,In,Ho,In,In,In,In,In
2013,9,No,Jt,No,No,No,No,Jt
2013,9,Kc,Bu,Kc,Kc,Kc,Kc,Kc
2013,9,Cn,Mi,Cn,Mi,Cn,Cn,Mi
2013,9,Pt,Ne,Ne,Ne,Ne,Ne,Ne
2013,9,Ph,Oa,Ph,Oa,Oa,Oa,Ph
2013,9,Tb,Se,Se,Se,Se,Se,Se
2013,9,Tn,Sl,Sl,Tn,Tn,Sl,Tn
2013,9,Sd,W,Sd,W,W,W,W
2013,10,Ho,Az,Ho,Ho,Ho,Az,Az
2013,10,Cn,Ba,Ba,Ba,Cn,Cn,Ba
2013,10,Ca,Sf,Sf,Sf,Sf,Sf,Ca
2013,10,Dn,Sd,Dn,Dn,Dn,Dn,Dn
2013,10,Dt,Ch,Ch,Dt,Dt,Dt,Dt
2013,10,Oa,Gi,Gi,Oa,Oa,Gi,Gi
2013,10,Jk,Tn,Tn,Tn,Tn,Tn,Jk
2013,10,W,Mn,W,W,W,W,Mn
2013,10,Da,No,No,No,No,No,No
2013,10,Ph,Gb,Gb,Gb,Gb,Gb,Ph
2013,10,Bu,Pt,Pt,Pt,Pt,Pt,Pt
2013,10,Se,At,Se,Se,Se,Se,Se
2013,10,Sl,In,In,In,In,In,Sl
2013,10,Mi,Tb,Mi,Mi,Mi,Mi,Tb
2013,11,Az,Jk,Az,Jk,Az,Az,Az
2013,11,Jt,Bu,Jt,Bu,Bu,Jt,Bu
2013,11,Ne,Ca,Ne,Ne,Ne,Ca,Ca
2013,11,Ba,Ch,Ba,Ch,Ch,Ba,Ch
2013,11,Cl,Cn,Cn,Cn,Cn,Cn,Cn
2013,11,Kc,Dn,Dn,Dn,Dn,Dn,Dn
2013,11,Gb,Gi,Gi,Gb,Gb,Gi,Gi
2013,11,In,Tn,In,In,In,In,In
2013,11,Sd,Mi,Mi,Mi,Sd,Sd,Mi
2013,11,Sf,No,No,No,Sf,No,No
2013,11,Oa,Ho,Ho,Ho,Ho,Ho,Oa
2013,11,W,Ph,Ph,W,W,Ph,Ph
2013,11,Dt,Pt,Pt,Dt,Dt,Pt,Pt
2013,11,Mn,Se,Se,Se,Se,Se,Se
2013,11,At,Tb,Tb,Tb,At,At,Tb
2013,12,In,Az,In,In,In,In,Az
2013,12,Jt,Ba,Ba,Ba,Ba,Ba,Ba
2013,12,Ca,Mi,Ca,Ca,Ca,Ca,Ca
2013,12,Da,Gi,Gi,Da,Gi,Gi,Da
2013,12,Jk,Ho,Ho,Ho,Ho,Ho,Jk
2013,12,Dn,Ne,Ne,Dn,Ne,Dn,Ne
2013,12,No,At,No,No,No,No,No
2013,12,Pt,Cl,Cl,Pt,Pt,Cl,Pt
2013,12,Sd,Kc,Kc,Kc,Kc,Kc,Sd
2013,12,Sf,W,Sf,W,Sf,Sf,Sf
2013,12,Ch,Sl,Sl,Sl,Ch,Ch,Sl
2013,12,Tb,Dt,Dt,Dt,Dt,Dt,Tb
2013,12,Tn,Oa,Tn,Oa,Tn,Tn,Tn
2013,12,Mn,Gb,Gb,Gb,Gb,Gb,TIE
2013,13,At,Bu,Bu,Bu,Bu,Bu,At
2013,13,Pt,Ba,Ba,Ba,Pt,Pt,Ba
2013,13,Tb,Ca,Ca,Ca,Ca,Ca,Ca
2013,13,Cn,Sd,Cn,Sd,Sd,Sd,Cn
2013,13,Oa,Da,Da,Da,Da,Da,Da
2013,13,Dn,Kc,Kc,Kc,Dn,Dn,Dn
2013,13,Gb,Dt,Gb,Gb,Gb,Gb,Dt
2013,13,Gi,W,Gi,W,W,Gi,Gi
2013,13,Tn,In,In,In,In,In,In
2013,13,Jk,Cl,Cl,Cl,Cl,Cl,Jk
2013,13,Mi,Jt,Mi,Jt,Jt,Mi,Mi
2013,13,Ch,Mn,Mn,Ch,Ch,Ch,Mn
2013,13,Ne,Ho,Ne,Ne,Ne,Ne,Ne
2013,13,Az,Ph,Az,Az,Ph,Ph,Ph
2013,13,No,Se,Se,Se,Se,No,Se
2013,13,Sl,Sf,Sf,Sf,Sf,Sf,Sf
2013,14,Sl,Az,Az,Sl,Az,Az,Az
2013,14,Mn,Ba,Ba,Ba,Ba,Ba,Ba
2013,14,Da,Ch,Da,Da,Ch,Da,Ch
2013,14,In,Cn,In,In,In,Cn,Cn
2013,14,Tn,Dn,Dn,Dn,Dn,Dn,Dn
2013,14,At,Gb,Gb,Gb,Gb,Gb,Gb
2013,14,Ho,Jk,Jk,Ho,Ho,Jk,Jk
2013,14,Oa,Jt,Jt,Jt,Jt,Jt,Jt
2013,14,Kc,W,Kc,Kc,Kc,Kc,Kc
2013,14,Mi,Pt,Mi,Pt,Pt,Pt,Mi
2013,14,Cl,Ne,Ne,Ne,Ne,Ne,Ne
2013,14,Ca,No,No,No,No,No,No
2013,14,Dt,Ph,Ph,Dt,Dt,Ph,Ph
2013,14,Gi,Sd,Gi,Sd,Sd,Sd,Sd
2013,14,Se,Sf,Se,Se,Sf,Sf,Sf
2013,14,Bu,Tb,Tb,Tb,Tb,Tb,Tb
2013,15,W,At,At,At,At,At,At
2013,15,Az,Tn,Az,Tn,Tn,Tn,Az
2013,15,Ba,Dt,Ba,Dt,Dt,Ba,Ba
2013,15,Bu,Jk,Jk,Jk,Jk,Jk,Bu
2013,15,Jt,Ca,Ca,Ca,Ca,Ca,Ca
2013,15,Ch,Cl,Ch,Ch,Ch,Ch,Ch
2013,15,Gb,Da,Da,Da,Gb,Da,Gb
2013,15,Ho,In,In,In,In,In,In
2013,15,Kc,Oa,Kc,Kc,Kc,Kc,Kc
2013,15,Ne,Mi,Ne,Ne,Ne,Mi,Mi
2013,15,Ph,Mn,Ph,Ph,Mn,Ph,Mn
2013,15,Cn,Pt,Cn,Pt,Cn,Cn,Pt
2013,15,Sd,Dn,Dn,Dn,Dn,Dn,Sd
2013,15,Se,Gi,Se,Se,Se,Se,Se
2013,15,Sf,Tb,Sf,Sf,Sf,Sf,Sf
2013,15,No,Sl,No,No,No,No,Sl
2013,16,Az,Se,Se,Se,Se,Se,Az
2013,16,Mi,Bu,Mi,Mi,Mi,Mi,Bu
2013,16,No,Ca,No,Ca,No,No,Ca
2013,16,Mn,Cn,Cn,Cn,Cn,Cn,Cn
2013,16,Da,W,Da,W,W,Da,Da
2013,16,Dn,Ho,Dn,Dn,Dn,Dn,Dn
2013,16,Gi,Dt,Dt,Dt,Dt,Dt,Gi
2013,16,In,Kc,Kc,Kc,Kc,Kc,In
2013,16,Cl,Jt,Jt,Jt,Cl,Cl,Jt
2013,16,Ne,Ba,Ba,Ne,Ne,Ne,Ne
2013,16,Ch,Ph,Ph,Ph,Ch,Ph,Ph
2013,16,Pt,Gb,Gb,Gb,Gb,Gb,Pt
2013,16,Oa,Sd,Sd,Sd,Sd,Sd,Sd
2013,16,At,Sf,Sf,Sf,Sf,Sf,Sf
2013,16,Tb,Sl,Sl,Sl,Sl,Sl,Sl
2013,16,Tn,Jk,Tn,Tn,Tn,Jk,Tn
2013,17,Ca,At,Ca,Ca,Ca,Ca,Ca
2013,17,Ba,Cn,Cn,Cn,Cn,Cn,Cn
2013,17,Dn,Oa,Dn,Dn,Dn,Dn,Dn
2013,17,Gb,Ch,Gb,Gb,Gb,Gb,Gb
2013,17,W,Gi,Gi,Gi,Gi,Gi,Gi
2013,17,Jk,In,In,In,In,In,In
2013,17,Jt,Mi,Mi,Mi,Mi,Mi,Jt
2013,17,Dt,Mn,Mn,Mn,Dt,Mn,Mn
2013,17,Bu,Ne,Ne,Ne,Ne,Ne,Ne
2013,17,Tb,No,No,No,No,No,No
2013,17,Ph,Da,Da,Ph,Ph,Ph,Ph
2013,17,Cl,Pt,Pt,Pt,Pt,Pt,Pt
2013,17,Kc,Sd,Kc,Sd,Sd,Sd,Sd
2013,17,Sl,Se,Se,Se,Se,Se,Se
2013,17,Sf,Az,Sf,Az,Az,Sf,Sf
2013,17,Ho,Tn,Ho,Ho,Tn,Tn,Tn
2013,18,Sd,Dn,Dn,Dn,Sd,Dn,Dn
2013,18,Ne,Dn,Ne,Dn,Ne,Dn,Dn
2013,18,Kc,In,In,In,In,In,In
2013,18,In,Ne,Ne,Ne,Ne,Ne,Ne
2013,18,No,Ph,Ph,No,No,No,No
2013,18,Sd,Cn,Sd,Cn,Cn,Sd,Sd
2013,18,No,Se,Se,Se,No,Se,Se
2013,18,Sf,Se,Se,Sf,Se,Sf,Se
2013,18,Se,Dn,Dn,Dn,Se,Dn,Se
2013,18,Sf,Gb,Gb,Sf,Gb,Gb,Sf
2013,18,Sf,Ca,Ca,Sf,Ca,Ca,Sf
